k,test_size_pct,metric,features,accuracy
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.799129
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.784124
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.784124
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToLowerRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToLowerRatio|wordCount,0.784124
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|wordCount,0.784124
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio,0.785092
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.793320
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.781704
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.800581
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.799613
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.799613
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.781220
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio|wordCount,0.799613
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.799613
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.800097
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.785576
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.785576
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToLowerRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToLowerRatio|wordCount,0.785576
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|wordCount,0.785576
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio,0.784124
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|wordCount,0.798161
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.784124
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.793320
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.799129
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.783640
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio|wordCount,0.799129
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.799129
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.783640
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToLowerRatio|wordCount,0.799129
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.799129
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToLowerRatio|wordCount,0.783640
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|wordCount,0.783640
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio,0.782188
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|wordCount,0.799129
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.796709
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounFirst|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounFirst|rarestRepeatedWord|upperToLowerRatio|wordCount,0.796709
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.796709
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.798645
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|rarestRepeatedWord|upperToLowerRatio|wordCount,0.796709
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.796709
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.798645
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|upperToLowerRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio,0.782672
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|wordCount,0.796709
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio,0.798645
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio,0.798645
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|upperToAllCharsRatio|upperToLowerRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|rarestRepeatedWord|upperToLowerRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|rarestRepeatedWord|upperToAllCharsRatio|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|rarestRepeatedWord|upperToAllCharsRatio|upperToLowerRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|upperToLowerRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|upperToAllCharsRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|upperToAllCharsRatio|upperToLowerRatio,0.785092
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToLowerRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounFirst|rarestRepeatedWord|upperToAllCharsRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|upperToLowerRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|upperToAllCharsRatio|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|upperToAllCharsRatio|upperToLowerRatio,0.785092
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|wordCount,0.797677
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToLowerRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|rarestRepeatedWord|upperToAllCharsRatio,0.797193
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|wordCount,0.784608
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToLowerRatio,0.785092
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|upperToAllCharsRatio,0.785092
13,15.00,EUCLIDEAN,alnumToOtherCharsRatio|averageWordLength|charCount|lexicalDiversity|longWordToOtherWordsRatio|properNounMidSentenceRatio|properNounFirst|rarestRepeatedWord,0.797193
